machine_id,time_stamp,cpu_util,memory_util,mem_gps,mkpi,in_net,out_net,disk_io
m_2079,172830,12.0,90,-1.11,-1.11,35.66,25.1,1
m_2079,172950,28.0,91,-1.11,-1.11,35.66,25.1,2
m_2079,173280,30.0,93,-1.11,-1.11,35.67,25.1,1
m_2079,173310,34.0,93,-1.11,-1.11,35.67,25.1,1
m_2079,173330,26.0,92,-1.11,-1.11,35.67,25.1,1
m_2079,173460,20.0,89,-1.11,-1.11,35.67,25.1,2
m_2079,173720,22.0,90,-1.11,-1.11,35.67,25.1,4
m_2079,173780,36.0,90,-1.11,-1.11,35.68,25.11,3
m_2079,173790,31.0,90,-1.11,-1.11,35.68,25.11,3
m_2079,173800,31.0,90,-1.11,-1.11,35.68,25.11,3
m_2079,173830,24.0,90,-1.11,-1.11,35.68,25.11,3
m_2079,173870,26.0,90,-1.11,-1.11,35.68,25.11,3
m_2079,173990,30.0,92,-1.11,-1.11,35.68,25.11,2
m_2079,174140,34.0,92,-1.11,-1.11,35.68,25.11,3
m_2079,174280,24.0,91,-1.11,-1.11,35.68,25.11,2
m_2079,174340,24.0,92,-1.11,-1.11,35.69,25.11,1
m_2079,174360,24.0,92,-1.11,-1.11,35.69,25.11,2
m_2079,174430,27.0,93,-1.11,-1.11,35.69,25.11,2
m_2079,174450,33.0,93,-1.11,-1.11,35.69,25.11,2
m_2079,174530,56.0,94,-1.11,-1.11,35.69,25.11,2
m_2079,174560,51.0,91,-1.11,-1.11,35.69,25.11,5
m_2079,174660,37.0,93,-1.11,-1.11,35.69,25.11,3
m_2079,174720,37.0,93,-1.11,-1.11,35.69,25.12,1
m_2079,174780,36.0,93,-1.11,-1.11,35.69,25.12,4
m_2079,174820,35.0,93,-1.11,-1.11,35.69,25.12,4
m_2079,174920,28.0,87,-1.11,-1.11,35.7,25.12,5
m_2079,174940,27.0,85,-1.11,-1.11,35.7,25.12,5
m_2079,174960,27.0,85,-1.11,-1.11,35.7,25.12,3
m_2079,175120,35.0,87,-1.11,-1.11,35.7,25.12,1
m_2079,175130,32.0,86,-1.11,-1.11,35.7,25.12,1
m_2079,175140,34.0,86,-1.11,-1.11,35.7,25.12,4
m_2079,175240,31.0,87,-1.11,-1.11,35.7,25.12,4
m_2079,175460,25.0,88,-1.11,-1.11,35.7,25.12,2
m_2079,175490,21.0,87,-1.11,-1.11,35.7,25.12,2
m_2079,175730,24.0,89,-1.11,-1.11,35.71,25.13,4
m_2079,175780,19.0,87,-1.11,-1.11,35.71,25.13,2
m_2079,175810,19.0,85,-1.11,-1.11,35.71,25.13,4
m_2079,175890,21.0,86,-1.11,-1.11,35.71,25.13,4
m_2079,176190,19.0,85,-1.11,-1.11,35.71,25.13,2
m_2079,176390,18.0,86,-1.11,-1.11,35.71,25.13,1
m_2079,176470,27.0,89,-1.11,-1.11,35.71,25.13,1
m_2079,176600,33.0,91,-1.11,-1.11,35.72,25.13,3
m_2079,176700,27.0,91,-1.11,-1.11,35.72,25.13,2
m_2079,176760,22.0,90,-1.11,-1.11,35.72,25.13,3
m_2079,176830,21.0,90,-1.11,-1.11,35.72,25.13,2
m_2079,176840,25.0,90,-1.11,-1.11,35.72,25.13,2
m_2079,176880,25.0,90,-1.11,-1.11,35.72,25.13,2
m_2079,177100,23.0,89,-1.11,-1.11,35.72,25.13,2
m_2079,177210,21.0,88,-1.11,-1.11,35.73,25.13,2
m_2079,177310,25.0,88,-1.11,-1.11,35.73,25.13,3
m_2079,177400,29.0,90,-1.11,-1.11,35.73,25.14,2
m_2079,177510,37.0,92,-1.11,-1.11,35.73,25.14,1
m_2079,177520,33.0,93,-1.11,-1.11,35.73,25.14,1
m_2079,177530,41.0,91,-1.11,-1.11,35.73,25.14,1
m_2079,177690,42.0,93,-1.11,-1.11,35.74,25.14,5
m_2079,177710,39.0,94,-1.11,-1.11,35.74,25.14,5
m_2079,177830,34.0,93,-1.11,-1.11,35.74,25.14,4
m_2079,177940,35.0,90,-1.11,-1.11,35.74,25.14,6
m_2079,177980,27.0,91,-1.11,-1.11,35.74,25.14,5
m_2079,178060,27.0,91,-1.11,-1.11,35.74,25.14,10
m_2079,178130,26.0,91,-1.11,-1.11,35.74,25.14,11
m_2079,178210,33.0,92,-1.11,-1.11,35.74,25.14,3
m_2079,178250,30.0,93,-1.11,-1.11,35.74,25.14,3
m_2079,178340,27.0,92,-1.11,-1.11,35.74,25.14,3
m_2079,178400,35.0,94,-1.11,-1.11,35.75,25.15,2
m_2079,178490,29.0,91,-1.11,-1.11,35.75,25.15,2
m_2079,178690,32.0,91,-1.11,-1.11,35.75,25.15,1
m_2079,178770,37.0,90,-1.11,-1.11,35.75,25.15,2
m_2079,178810,32.0,89,-1.11,-1.11,35.75,25.15,3
m_2079,178940,28.0,90,-1.11,-1.11,35.75,25.15,5
m_2079,179030,29.0,89,-1.11,-1.11,35.75,25.15,3
m_2079,179150,27.0,90,-1.11,-1.11,35.75,25.15,2
m_2079,179210,25.0,89,-1.11,-1.11,35.75,25.15,1
m_2079,179420,25.0,87,-1.11,-1.11,35.76,25.15,2
m_2079,179450,24.0,87,-1.11,-1.11,35.76,25.15,2
m_2079,179480,25.0,86,-1.11,-1.11,35.76,25.15,4
m_2079,179490,28.0,86,-1.11,-1.11,35.76,25.15,4
m_2079,179580,21.0,86,-1.11,-1.11,35.76,25.15,6
m_2079,179790,22.0,86,-1.11,-1.11,35.76,25.16,2
m_2079,179820,21.0,86,-1.11,-1.11,35.76,25.16,2
m_2079,179950,31.0,88,-1.11,-1.11,35.76,25.16,6
m_2079,179970,29.0,89,-1.11,-1.11,35.76,25.16,6
m_2079,180010,33.0,89,-1.11,-1.11,35.76,25.16,2
m_2079,180040,37.0,89,-1.11,-1.11,35.76,25.16,2
m_2079,180220,23.0,87,-1.11,-1.11,35.77,25.16,2
m_2079,180260,26.0,87,-1.11,-1.11,35.77,25.16,4
m_2079,180360,29.0,87,-1.11,-1.11,35.77,25.16,2
m_2079,180430,43.0,87,-1.11,-1.11,35.77,25.16,4
m_2079,180510,35.0,90,-1.11,-1.11,35.77,25.16,4
m_2079,180730,41.0,92,-1.11,-1.11,35.77,25.16,10
m_2079,180750,38.0,92,-1.11,-1.11,35.77,25.16,10
m_2079,180780,30.0,91,-1.11,-1.11,35.78,25.16,3
m_2079,180810,34.0,90,-1.11,-1.11,35.78,25.16,3
m_2079,180860,30.0,89,-1.11,-1.11,35.78,25.16,3
m_2079,181150,34.0,85,-1.11,-1.11,35.78,25.17,8
m_2079,181430,29.0,87,-1.11,-1.11,35.78,25.17,5
m_2079,181540,36.0,88,-1.11,-1.11,35.79,25.17,4
m_2079,181670,23.0,87,-1.11,-1.11,35.79,25.17,2
m_2079,181710,32.0,85,-1.11,-1.11,35.79,25.17,5
m_2079,181870,28.0,87,-1.11,-1.11,35.79,25.17,3
m_2079,182010,31.0,89,-1.11,-1.11,35.79,25.17,3
m_2079,182050,29.0,89,-1.11,-1.11,35.79,25.17,5
m_2079,182080,30.0,90,-1.11,-1.11,35.8,25.17,5
m_2079,182110,27.0,89,-1.11,-1.11,35.8,25.17,8
m_2079,182120,30.0,89,-1.11,-1.11,35.8,25.17,8
m_2079,182280,27.0,88,-1.11,-1.11,35.8,25.18,17
m_2079,182600,38.0,88,-1.11,-1.11,35.81,25.18,2
m_2079,182630,26.0,87,-1.11,-1.11,35.81,25.18,2
m_2079,182670,28.0,88,-1.11,-1.11,35.81,25.18,2
m_2079,182730,31.0,88,-1.11,-1.11,35.81,25.18,3
m_2079,182910,18.0,86,-1.11,-1.11,35.81,25.18,4
m_2079,182990,21.0,86,-1.11,-1.11,35.81,25.18,2
m_2079,183020,20.0,86,-1.11,-1.11,35.81,25.18,5
m_2079,183030,19.0,85,-1.11,-1.11,35.81,25.18,5
m_2079,183090,23.0,87,-1.11,-1.11,35.81,25.18,3
m_2079,183120,19.0,86,-1.11,-1.11,35.81,25.18,3
m_2079,183250,24.0,87,-1.11,-1.11,35.81,25.19,1
m_2079,183270,21.0,87,-1.11,-1.11,35.81,25.19,1
m_2079,183320,27.0,87,-1.11,-1.11,35.81,25.19,2
m_2079,183420,26.0,88,-1.11,-1.11,35.82,25.19,2
m_2079,183490,22.0,86,-1.11,-1.11,35.82,25.19,2
m_2079,183500,22.0,86,-1.11,-1.11,35.82,25.19,2
m_2079,183550,26.0,87,-1.11,-1.11,35.82,25.19,2
m_2079,183600,30.0,89,-1.11,-1.11,35.82,25.19,2
m_2079,183640,33.0,90,-1.11,-1.11,35.82,25.19,2
m_2079,183670,30.0,90,-1.11,-1.11,35.82,25.19,2
m_2079,183690,27.0,90,-1.11,-1.11,35.82,25.19,2
m_2079,183720,27.0,90,-1.11,-1.11,35.82,25.19,7
m_2079,183850,38.0,92,-1.11,-1.11,35.83,25.19,7
m_2079,183880,31.0,92,-1.11,-1.11,35.83,25.19,7
m_2079,183900,29.0,92,-1.11,-1.11,35.83,25.19,5
m_2079,183940,29.0,94,-1.11,-1.11,35.83,25.19,5
m_2079,184070,37.0,93,-1.11,-1.11,35.83,25.2,3
m_2079,184170,25.0,89,-1.11,-1.11,35.83,25.2,5
m_2079,184240,25.0,88,-1.11,-1.11,35.83,25.2,9
m_2079,184330,27.0,88,-1.11,-1.11,35.84,25.2,3
m_2079,184410,28.0,88,-1.11,-1.11,35.84,25.2,4
m_2079,184480,26.0,87,-1.11,-1.11,35.84,25.2,4
m_2079,184500,19.0,85,-1.11,-1.11,35.84,25.2,4
m_2079,184580,33.0,87,-1.11,-1.11,35.84,25.2,3
m_2079,184610,31.0,87,-1.11,-1.11,35.84,25.2,3
m_2079,184620,32.0,87,-1.11,-1.11,35.84,25.2,2
m_2079,184690,26.0,86,-1.11,-1.11,35.85,25.2,3
m_2079,185290,27.0,86,-1.11,-1.11,35.85,25.21,3
m_2079,185300,24.0,86,-1.11,-1.11,35.85,25.21,3
m_2079,185320,20.0,86,-1.11,-1.11,35.85,25.21,3
m_2079,185340,19.0,85,-1.11,-1.11,35.85,25.21,2
m_2079,185350,20.0,85,-1.11,-1.11,35.85,25.21,2
m_2079,185460,18.0,87,-1.11,-1.11,35.86,25.21,2
m_2079,185570,24.0,88,-1.11,-1.11,35.86,25.21,2
m_2079,185610,21.0,88,-1.11,-1.11,35.86,25.21,2
m_2079,185670,23.0,87,-1.11,-1.11,35.86,25.21,2
m_2079,185830,28.0,88,-1.11,-1.11,35.86,25.21,3
m_2079,186020,31.0,90,-1.11,-1.11,35.87,25.21,4
m_2079,186080,26.0,89,-1.11,-1.11,35.87,25.21,3
m_2079,186110,22.0,88,-1.11,-1.11,35.87,25.22,3
m_2079,186190,31.0,88,-1.11,-1.11,35.87,25.22,2
m_2079,186340,20.0,87,-1.11,-1.11,35.87,25.22,6
m_2079,186440,15.0,85,-1.11,-1.11,35.88,25.22,3
m_2079,186550,31.0,90,-1.11,-1.11,35.88,25.22,2
m_2079,186660,31.0,88,-1.11,-1.11,35.88,25.22,5
m_2079,186680,27.0,88,-1.11,-1.11,35.88,25.22,5
m_2079,186770,22.0,88,-1.11,-1.11,35.88,25.22,4
m_2079,187050,26.0,92,-1.11,-1.11,35.89,25.22,5
m_2079,187130,38.0,93,-1.11,-1.11,35.89,25.22,2
m_2079,187210,26.0,89,-1.11,-1.11,35.89,25.23,5
m_2079,187240,28.0,90,-1.11,-1.11,35.89,25.23,5
m_2079,187280,29.0,89,-1.11,-1.11,35.89,25.23,5
m_2079,187340,28.0,90,-1.11,-1.11,35.89,25.23,4
m_2079,187350,24.0,90,-1.11,-1.11,35.89,25.23,4
m_2079,187420,23.0,89,-1.11,-1.11,35.89,25.23,4
m_2079,187430,23.0,88,-1.11,-1.11,35.89,25.23,4
m_2079,187440,25.0,88,-1.11,-1.11,35.9,25.23,3
m_2079,187460,31.0,89,-1.11,-1.11,35.9,25.23,3
m_2079,187470,28.0,89,-1.11,-1.11,35.9,25.23,3
m_2079,187580,26.0,89,-1.11,-1.11,35.9,25.23,3
m_2079,187630,31.0,90,-1.11,-1.11,35.9,25.23,3
m_2079,187870,36.0,93,-1.11,-1.11,35.91,25.23,4
m_2079,188290,40.0,93,-1.11,-1.11,35.91,25.24,4
m_2079,188420,29.0,92,-1.11,-1.11,35.92,25.24,5
m_2079,188640,32.0,92,-1.11,-1.11,35.92,25.24,8
m_2079,188780,38.0,91,-1.11,-1.11,35.93,25.25,4
m_2079,189030,31.0,92,-1.11,-1.11,35.93,25.25,2
m_2079,189060,30.0,92,-1.11,-1.11,35.94,25.25,4
m_2079,189170,28.0,91,-1.11,-1.11,35.94,25.25,9
m_2079,189250,28.0,91,-1.11,-1.11,35.94,25.25,5
m_2079,189370,52.0,91,-1.11,-1.11,35.94,25.25,6
m_2079,189710,34.0,92,-1.11,-1.11,35.95,25.26,5
m_2079,189850,31.0,91,-1.11,-1.11,35.95,25.26,5
m_2079,189870,28.0,90,-1.11,-1.11,35.95,25.26,5
m_2079,189910,38.0,90,-1.11,-1.11,35.95,25.26,2
m_2079,189930,34.0,89,-1.11,-1.11,35.95,25.26,2
m_2079,189960,29.0,91,-1.11,-1.11,35.96,25.26,3
m_2079,189980,30.0,91,-1.11,-1.11,35.96,25.26,3
m_2079,190010,34.0,90,-1.11,-1.11,35.96,25.26,3
m_2079,190030,31.0,90,-1.11,-1.11,35.96,25.26,3
m_2079,190140,30.0,91,-1.11,-1.11,35.96,25.26,3
m_2079,190370,28.0,91,-1.11,-1.11,35.96,25.26,3
m_2079,190430,22.0,90,-1.11,-1.11,35.96,25.26,3
m_2079,190540,29.0,88,-1.11,-1.11,35.96,25.26,3
m_2079,190580,22.0,89,-1.11,-1.11,35.96,25.26,6
m_2079,190620,22.0,89,-1.11,-1.11,35.97,25.27,6
m_2079,190660,21.0,89,-1.11,-1.11,35.97,25.27,6
m_2079,190670,23.0,89,-1.11,-1.11,35.97,25.27,6
m_2079,190810,26.0,90,-1.11,-1.11,35.97,25.27,12
m_2079,190980,54.0,93,-1.11,-1.11,35.97,25.27,4
m_2079,191050,47.0,92,-1.11,-1.11,35.97,25.27,4
m_2079,191540,25.0,88,-1.11,-1.11,35.99,25.27,9
m_2079,191550,26.0,88,-1.11,-1.11,35.99,25.27,9
m_2079,191640,36.0,90,-1.11,-1.11,35.99,25.27,9
m_2079,191710,43.0,90,-1.11,-1.11,35.99,25.28,12
m_2079,191850,28.0,87,-1.11,-1.11,35.99,25.28,11
m_2079,191900,26.0,87,-1.11,-1.11,35.99,25.28,10
m_2079,191910,25.0,86,-1.11,-1.11,35.99,25.28,10
m_2079,191920,24.0,86,-1.11,-1.11,35.99,25.28,10
m_2079,191950,26.0,86,-1.11,-1.11,35.99,25.28,9
m_2079,192010,25.0,86,-1.11,-1.11,35.99,25.28,8
m_2079,192020,28.0,86,-1.11,-1.11,35.99,25.28,8
m_2079,192290,33.0,91,-1.11,-1.11,36.0,25.28,8
m_2079,192320,37.0,89,-1.11,-1.11,36.0,25.28,4
m_2079,192380,32.0,90,-1.11,-1.11,36.0,25.28,8
m_2079,192390,34.0,90,-1.11,-1.11,36.0,25.28,8
m_2079,192500,31.0,92,-1.11,-1.11,36.0,25.28,5
m_2079,192590,25.0,89,-1.11,-1.11,36.0,25.28,3
m_2079,192630,30.0,90,-1.11,-1.11,36.0,25.29,3
m_2079,192660,28.0,89,-1.11,-1.11,36.0,25.29,4
m_2079,192970,42.0,92,-1.11,-1.11,36.01,25.29,4
m_2079,193000,40.0,92,-1.11,-1.11,36.01,25.29,4
m_2079,193100,43.0,92,-1.11,-1.11,36.01,25.29,4
m_2079,193210,43.0,93,-1.11,-1.11,36.01,25.29,8
m_2079,193290,39.0,91,-1.11,-1.11,36.02,25.29,5
m_2079,193330,34.0,86,-1.11,-1.11,36.02,25.29,6
m_2079,193390,45.0,87,-1.11,-1.11,36.02,25.29,3
m_2079,193830,40.0,91,-1.11,-1.11,36.03,25.3,4
m_2079,193900,45.0,92,-1.11,-1.11,36.03,25.3,6
m_2079,194120,44.0,91,-1.11,-1.11,36.04,25.3,6
m_2079,194280,47.0,92,-1.11,-1.11,36.04,25.3,6
m_2079,194860,53.0,94,-1.11,-1.11,36.06,25.31,11
m_2079,195200,50.0,93,-1.11,-1.11,36.06,25.32,19
m_2079,195280,54.0,94,-1.11,-1.11,36.07,25.32,3
m_2079,195300,46.0,91,-1.11,-1.11,36.07,25.32,13
m_2079,195360,47.0,89,-1.11,-1.11,36.07,25.32,10
m_2079,195430,52.0,89,-1.11,-1.11,36.07,25.32,13
m_2079,195470,40.0,89,-1.11,-1.11,36.07,25.32,13
m_2079,195530,42.0,88,-1.11,-1.11,36.07,25.32,14
m_2079,195550,46.0,89,-1.11,-1.11,36.07,25.32,6
m_2079,195620,46.0,92,-1.11,-1.11,36.07,25.32,15
m_2079,195650,55.0,91,-1.11,-1.11,36.07,25.32,15
m_2079,195780,60.0,93,-1.11,-1.11,36.08,25.33,18
